Timestamp;Value
2024-01-08 04:04:26;0.023
2024-01-08 04:05:28;0.023
2024-01-08 04:06:29;0.023
2024-01-08 04:07:29;0.022
2024-01-08 04:08:31;0.022
2024-01-08 04:09:33;0.023
2024-01-08 04:10:34;0.024
2024-01-08 04:11:35;0.023
2024-01-08 04:12:37;0.024
2024-01-08 04:13:38;0.024
2024-01-08 04:14:39;0.022
2024-01-08 04:15:41;0.024
2024-01-08 04:16:42;0.022
2024-01-08 04:17:43;0.022
2024-01-08 04:18:44;0.025
2024-01-08 04:19:45;0.023
2024-01-08 04:20:47;0.022
2024-01-08 04:21:48;0.023
2024-01-08 04:22:50;0.025
2024-01-08 04:23:51;0.024
2024-01-08 04:24:53;0.022
2024-01-08 04:25:54;0.024
2024-01-08 04:26:55;0.023
2024-01-08 04:27:57;0.022
2024-01-08 04:28:58;0.023
2024-01-08 04:30:00;0.024
2024-01-08 04:31:01;0.023
2024-01-08 04:32:03;0.023
2024-01-08 04:33:04;0.024
2024-01-08 04:34:06;0.024
2024-01-08 04:35:07;0.024
2024-01-08 04:36:07;0.024
2024-01-08 04:37:09;0.023
2024-01-08 04:38:10;0.022
2024-01-08 04:39:11;0.024
2024-01-08 04:40:13;0.023
2024-01-08 04:41:14;0.023
2024-01-08 04:42:15;0.022
2024-01-08 04:43:17;0.025
2024-01-08 04:44:18;0.022
2024-01-08 04:45:19;0.025
2024-01-08 04:46:20;0.023
2024-01-08 04:47:21;0.022
2024-01-08 04:48:22;0.023
2024-01-08 04:49:23;0.023
2024-01-08 04:50:25;0.023
2024-01-08 04:51:26;0.024
2024-01-08 04:52:27;0.024
2024-01-08 04:53:29;0.024
2024-01-08 04:54:30;0.023
2024-01-08 04:55:32;0.023
2024-01-08 04:56:33;0.025
2024-01-08 04:57:34;0.024
2024-01-08 04:58:35;0.023
2024-01-08 05:00:58;0.024
2024-01-08 05:01:58;0.022
2024-01-08 05:03:00;0.023
2024-01-08 05:04:01;0.023
2024-01-08 05:05:02;0.024
2024-01-08 05:06:03;0.024
2024-01-08 05:07:04;0.024
2024-01-08 05:08:06;0.022
2024-01-08 05:09:07;0.023
2024-01-08 05:10:09;0.024
2024-01-08 05:11:10;0.023
2024-01-08 05:12:12;0.024
2024-01-08 05:13:12;0.023
2024-01-08 05:14:14;0.024
2024-01-08 05:15:15;0.023
2024-01-08 05:16:17;0.023
2024-01-08 05:17:18;0.023
2024-01-08 05:18:20;0.023
2024-01-08 05:19:21;0.025
2024-01-08 05:20:23;0.023
2024-01-08 05:21:24;0.024
2024-01-08 05:22:25;0.023
2024-01-08 05:23:27;0.023
2024-01-08 05:24:29;0.024
2024-01-08 05:25:29;0.022
2024-01-08 05:26:32;0.023
2024-01-08 05:27:33;0.023
2024-01-08 05:28:34;0.025
2024-01-08 05:29:35;0.025
2024-01-08 05:30:37;0.024
2024-01-08 05:31:38;0.024
2024-01-08 05:32:39;0.023
2024-01-08 05:33:41;0.025
2024-01-08 05:34:42;0.025
2024-01-08 05:35:44;0.024
2024-01-08 05:36:45;0.024
2024-01-08 05:37:46;0.022
2024-01-08 05:38:49;0.024
2024-01-08 05:39:50;0.023
2024-01-08 05:40:51;0.025
2024-01-08 05:41:52;0.024
2024-01-08 05:42:53;0.023
2024-01-08 05:43:54;0.024
2024-01-08 05:44:57;0.024
2024-01-08 05:45:58;0.024
2024-01-08 05:46:59;0.022
2024-01-08 05:48:00;0.024
2024-01-08 05:49:01;0.023
2024-01-08 05:50:03;0.024
2024-01-08 05:51:04;0.025
2024-01-08 05:52:05;0.022
2024-01-08 05:53:06;0.024
2024-01-08 05:54:08;0.024
2024-01-08 05:55:10;0.024
2024-01-08 05:56:12;0.024
2024-01-08 05:57:13;0.023
2024-01-08 05:58:14;0.024
2024-01-08 05:59:15;0.023
2024-01-08 06:00:17;0.024
2024-01-08 06:02:35;0.023
2024-01-08 06:03:36;0.023
2024-01-08 06:04:36;0.024
2024-01-08 06:05:38;0.024
2024-01-08 06:06:38;0.024
2024-01-08 06:07:40;0.024
2024-01-08 06:08:41;0.024
2024-01-08 06:09:43;0.024
2024-01-08 06:10:44;0.025
